dataset,n_subjects,n_records,n_tasks,modality of exp,type of exp,Type Subject,duration_hours_total,size_bytes,size,source,dataset_title,record_modality,nchans_set,sampling_freqs,license,doi,nemar_citation_count
ds006576,57,57,1,Sleep,Sleep,Healthy,0.0,594736641777,553.9 GB,openneuro,The role of REM sleep in neural differentiation of memories in the hippocampus,eeg,"[{""val"": 73, ""count"": 57}]","[{""val"": 512.0, ""count"": 57}]",CC0,doi:10.18112/openneuro.ds006576.v1.0.3,
ds006593,21,21,1,Visual,Attention,Healthy,0.0,463412434,441.9 MB,openneuro,cBCI Matrix Multimodal Dataset,eeg,"[{""val"": 19, ""count"": 21}]","[{""val"": 300.0, ""count"": 21}]",CC0,doi:10.18112/openneuro.ds006593.v1.0.0,
ds006629,19,38,2,Auditory,Perception,Healthy,0.0,12055724574,11.2 GB,openneuro,SINGSING,meg,"[{""val"": 339, ""count"": 38}]","[{""val"": 250.0, ""count"": 38}]",CC0,doi:10.18112/openneuro.ds006629.v1.0.1,
ds006647,4,4,1,Visual,Affect,Healthy,0.0,4610198011,4.3 GB,openneuro,Poetry Assessment EEG Dataset 2,eeg,"[{""val"": 70, ""count"": 4}]","[{""val"": 512.0, ""count"": 4}]",CC0,doi:10.18112/openneuro.ds006647.v1.0.1,
ds006648,47,47,1,Visual,Affect,Healthy,0.0,48749259066,45.4 GB,openneuro,Poetry Assessment EEG Dataset 1,eeg,"[{""val"": 70, ""count"": 47}]","[{""val"": 512.0, ""count"": 47}]",CC0,doi:10.18112/openneuro.ds006648.v1.0.0,
ds006673,17,67,2,Unknown,Unknown,Unknown,0.0,8349792794,7.8 GB,openneuro,ball_squeeze_Carlton_2025,fnirs,"[{""val"": 2440, ""count"": 52}, {""val"": 1134, ""count"": 15}]",[],CC0,doi:10.18112/openneuro.ds006673.v1.0.2,
ds006695,19,19,1,Sleep,Sleep,Unknown,0.0,10052862715,9.4 GB,openneuro,Validation of Sleep Staging with Forehead EEG Patch,eeg,"[{""val"": 3, ""count"": 19}]","[{""val"": 500.0, ""count"": 19}]",CC0,doi:10.18112/openneuro.ds006695.v1.0.2,
ds006720,24,246,3,Auditory,Memory,Healthy,0.0,146513556741,136.5 GB,openneuro,Alpha power indexes working memory load for durations,meg,"[{""val"": 328, ""count"": 209}, {""val"": 321, ""count"": 11}, {""val"": 340, ""count"": 2}, {""val"": 390, ""count"": 1}]","[{""val"": 1000.0, ""count"": 222}, {""val"": 2000.0, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds006720.v1.0.0,
ds006735,27,27,1,Auditory,Perception,Healthy,0.0,188843790172,175.9 GB,openneuro,Chimeric music reveals an interaction of pitch and time in electrophysiological signatures of music encoding,eeg,"[{""val"": 36, ""count"": 24}, {""val"": 63, ""count"": 2}, {""val"": 34, ""count"": 1}]","[{""val"": 10000.0, ""count"": 27}]",CC0,doi:10.18112/openneuro.ds006735.v2.0.0,
ds006761,31,31,1,Visual,Decision-making,Healthy,0.0,83755152274,78.0 GB,openneuro,Neural decoding of competitive decision-making in Rock-Paper-Scissors,eeg,"[{""val"": 64, ""count"": 31}]","[{""val"": 2048.0, ""count"": 31}]",CC0,doi:10.18112/openneuro.ds006761.v1.0.0,
ds006768,30,210,1,Visual,Attention,Healthy,0.0,7002555913,6.5 GB,openneuro,Multiple Object Monitoring (EEG),eeg,"[{""val"": 64, ""count"": 210}]","[{""val"": 1000.0, ""count"": 210}]",CC0,doi:10.18112/openneuro.ds006768.v1.1.0,
ds006801,21,42,1,Resting State,Learning,Healthy,0.0,1414488873,1.3 GB,openneuro,Resting-state EEG before and after different study methods,eeg,"[{""val"": 31, ""count"": 42}]","[{""val"": 500.0, ""count"": 42}]",CC0,doi:10.18112/openneuro.ds006801.v1.0.0,
ds006802,24,24,1,Unknown,Learning,Healthy,0.0,66817006188,62.2 GB,openneuro,Collaborative rule learning promotes interbrain information alignment,eeg,"[{""val"": 64, ""count"": 24}]","[{""val"": 2048.0, ""count"": 24}]",CC0,doi:10.18112/openneuro.ds006802.v1.0.0,
ds006803,63,126,1,Visual,Learning,Healthy,0.0,1497259364,1.4 GB,openneuro,NeuroTechs Dataset for Stem Skills,eeg,"[{""val"": 8, ""count"": 126}]","[{""val"": 250.0, ""count"": 126}]",CC0,doi:10.18112/openneuro.ds006803.v1.1.1,
ds006817,34,34,1,Unknown,Unknown,Unknown,0.0,10400423631,9.7 GB,openneuro,Visual Attribute-Specific Contextual Trajectory Paradigm 2.0,eeg,"[{""val"": 65, ""count"": 34}]","[{""val"": 1024.0, ""count"": 34}]",CC0,doi:10.18112/openneuro.ds006817.v1.0.0,
ds006839,36,144,4,Multisensory,Attention,Healthy,0.0,11119141416,10.4 GB,openneuro,EEG recordings during sham neurofeedback in virtual reality,eeg,"[{""val"": 29, ""count"": 144}]","[{""val"": 1000.0, ""count"": 144}]",CC0,doi:10.18112/openneuro.ds006839.v1.0.0,
ds006840,15,128,1,Unknown,Unknown,Unknown,0.0,6435718408,6.0 GB,openneuro,IACKD: Intention Action Conflict EEG-Hand Kinematics Dataset,eeg,"[{""val"": 29, ""count"": 96}, {""val"": 31, ""count"": 32}]","[{""val"": 1024.0, ""count"": 128}]",CC0,doi:10.18112/openneuro.ds006840.v1.0.0,
ds006848,30,52,2,Visual,Memory,Healthy,0.0,44416584256,41.4 GB,openneuro,"AlphaDirection1: EEG, ECG, PPG in the resting state and working memory for sequentially and simultaneously presented digits",eeg,"[{""val"": 65, ""count"": 52}]","[{""val"": 1000.0, ""count"": 52}]",CC0,doi:10.18112/openneuro.ds006848.v1.0.0,
ds006850,63,126,1,Visual,Affect,Healthy,0.0,37239047888,34.7 GB,openneuro,Urban Appraisal: Physiological Recording during Rating of Different Urban Environments,eeg,"[{""val"": 66, ""count"": 126}]","[{""val"": 500.0, ""count"": 126}]",CC0,doi:10.18112/openneuro.ds006850.v1.0.0,
ds006861,120,239,1,Visual,Affect,Healthy,0.0,55976306491,52.1 GB,openneuro,Targeted Neuromodulation of the Left Dorsolateral Prefrontal Cortex Alleviates Altered Affective Response Evaluation in Lonely Individuals,eeg,"[{""val"": 37, ""count"": 239}]","[{""val"": 1000.0, ""count"": 239}]",CC0,doi:10.18112/openneuro.ds006861.v1.0.2,
ds006866,148,148,1,Visual,Affect,Healthy,0.0,124810279277,116.2 GB,openneuro,Discrepancy between self-report and neurophysiological markers of socio-affective responses in lonely individuals,eeg,"[{""val"": 69, ""count"": 148}]","[{""val"": 1000.0, ""count"": 148}]",CC0,doi:10.18112/openneuro.ds006866.v1.0.0,
ds006890,2,870,5,Multisensory,Motor,Healthy,0.0,44207054000,41.2 GB,openneuro,Longitudinal Multitask Wireless ECoG Data from Two Fully Implanted Macaca fuscata,ieeg,"[{""val"": 50, ""count"": 471}, {""val"": 66, ""count"": 399}]","[{""val"": 1000.0, ""count"": 870}]",CC0,doi:10.18112/openneuro.ds006890.v1.0.0,
ds006902,42,42,1,Motor,Perception,Healthy,0.0,5914166447,5.5 GB,openneuro,Profound neuronal differences during Exercise-Induced Hypoalgesia between athletes and non-athletes revealed by functional near-infrared spectroscopy,fnirs,"[{""val"": 112, ""count"": 42}]","[{""val"": 7.627765064836003, ""count"": 42}]",CC0,doi:10.18112/openneuro.ds006902.v1.1.1,
ds006903,17,67,2,Unknown,Unknown,Unknown,0.0,5826262353,5.4 GB,openneuro,ball_squeeze_2025,fnirs,"[{""val"": 1134, ""count"": 66}, {""val"": 2440, ""count"": 1}]","[{""val"": 4.324324324324325, ""count"": 38}, {""val"": 8.98876404494382, ""count"": 15}, {""val"": 4.324324324324324, ""count"": 14}]",CC0,doi:10.18112/openneuro.ds006903.v1.0.0,
ds006910,121,384,1,Auditory,Other,Unknown,0.0,47891802796,44.6 GB,openneuro,Auditory Naming EC,ieeg,"[{""val"": 128, ""count"": 269}, {""val"": 138, ""count"": 14}, {""val"": 136, ""count"": 11}, {""val"": 112, ""count"": 9}, {""val"": 140, ""count"": 8}, {""val"": 164, ""count"": 8}, {""val"": 134, ""count"": 7}, {""val"": 110, ""count"": 6}, {""val"": 142, ""count"": 5}, {""val"": 156, ""count"": 5}, {""val"": 150, ""count"": 5}, {""val"": 132, ""count"": 4}, {""val"": 148, ""count"": 4}, {""val"": 144, ""count"": 4}, {""val"": 130, ""count"": 4}, {""val"": 160, ""count"": 3}, {""val"": 154, ""count"": 3}, {""val"": 84, ""count"": 3}, {""val"": 118, ""count"": 3}, {""val"": 96, ""count"": 3}, {""val"": 152, ""count"": 3}, {""val"": 64, ""count"": 2}, {""val"": 58, ""count"": 1}]","[{""val"": 1000.0, ""count"": 384}]",CC0,doi:10.18112/openneuro.ds006910.v1.0.1,
ds006914,110,353,1,Visual,Other,Epilepsy,0.0,18843484223,17.5 GB,openneuro,Visual Naming EC,ieeg,"[{""val"": 128, ""count"": 245}, {""val"": 136, ""count"": 19}, {""val"": 138, ""count"": 19}, {""val"": 140, ""count"": 8}, {""val"": 112, ""count"": 6}, {""val"": 110, ""count"": 6}, {""val"": 156, ""count"": 5}, {""val"": 150, ""count"": 5}, {""val"": 164, ""count"": 4}, {""val"": 134, ""count"": 4}, {""val"": 130, ""count"": 4}, {""val"": 148, ""count"": 4}, {""val"": 96, ""count"": 3}, {""val"": 84, ""count"": 3}, {""val"": 160, ""count"": 3}, {""val"": 152, ""count"": 3}, {""val"": 118, ""count"": 3}, {""val"": 144, ""count"": 3}, {""val"": 154, ""count"": 3}, {""val"": 64, ""count"": 2}, {""val"": 58, ""count"": 1}]","[{""val"": 1000.0, ""count"": 353}]",CC0,doi:10.18112/openneuro.ds006914.v1.0.3,
ds006921,38,152,2,Resting State,Clinical/Intervention,Other,0.0,69166826012,64.4 GB,openneuro,High Density Resting State EEG of Phantom Limb Pain and Controls,eeg,"[{""val"": 128, ""count"": 124}, {""val"": 64, ""count"": 28}]","[{""val"": 2400.0, ""count"": 152}]",CC0,doi:10.18112/openneuro.ds006921.v1.1.1,
ds006923,140,280,1,Resting State,Clinical/Intervention,Other,0.0,8691122065,8.1 GB,openneuro,Dataset of Electroencephalograms of Juvenile Offenders,eeg,"[{""val"": 128, ""count"": 280}]","[{""val"": 128.0, ""count"": 280}]",CC0,doi:10.18112/openneuro.ds006923.v1.0.0,
ds006940,7,935,15,Motor,Motor,Healthy,0.0,3883627381,3.6 GB,openneuro,Dataset: EEG-Controlled Exoskeleton for Walking and Standing - A Longitudinal Study of Healthy Individuals,eeg,"[{""val"": 64, ""count"": 935}]","[{""val"": 100.0, ""count"": 935}]",CC0,doi:10.18112/openneuro.ds006940.v1.0.0,
ds006945,5,14,3,Visual,Motor,Healthy,0.0,5761229857,5.4 GB,openneuro,Dataset: T1-Weighted Structural MRI and fMRI of Participants Viewing Self-Avatar Exoskeleton Walking (11 SWS Cycles),eeg,"[{""val"": 64, ""count"": 14}]","[{""val"": 5000.0, ""count"": 14}]",CC0,doi:10.18112/openneuro.ds006945.v1.2.1,
ds006963,32,32,1,Visual,Memory,Healthy,0.0,56696991879,52.8 GB,openneuro,Motor Control Processes Moderate Visual Working Memory Gating Dataset,eeg,"[{""val"": 64, ""count"": 32}]","[{""val"": 1000.0, ""count"": 32}]",CC0,doi:10.18112/openneuro.ds006963.v1.0.0,
ds006979,53,56,3,,,,0.0,41389026706,38.5 GB,openneuro,Examining Perceptual Grouping on Stages of Processing in Visual Working Memory: An ERP Study,eeg,"[{""val"": 69, ""count"": 53}, {""val"": 72, ""count"": 1}]","[{""val"": 512.0, ""count"": 55}, {""val"": 500.0, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds006979.v1.0.1,
ds007006,10,50,5,Multisensory,Affect,Healthy,0.0,963375182,918.7 MB,openneuro,VR-Compassion Cultivation Training,eeg,"[{""val"": 64, ""count"": 50}]","[{""val"": 256.0, ""count"": 50}]",CC0,doi:10.18112/openneuro.ds007006.v1.0.0,
ds007020,94,94,1,Resting State,Clinical/Intervention,Parkinson's,0.0,1870056562,1.7 GB,openneuro,EEG Mortality Dataset in Parkinson's Disease,eeg,"[{""val"": 63, ""count"": 76}, {""val"": 64, ""count"": 18}]","[{""val"": 500.0, ""count"": 94}]",CC0,doi:10.18112/openneuro.ds007020.v1.0.0,
ds007028,3,3,1,,,,0.0,14882843764,13.9 GB,openneuro,Auditory Cortex Macaque Monkey DISC Data,eeg,"[{""val"": 64, ""count"": 3}]","[{""val"": 20000.0, ""count"": 3}]",CC0,doi:10.18112/openneuro.ds007028.v1.0.0,
ds007052,288,288,1,,,,0.0,9636979355,9.0 GB,openneuro,PURSUE N400 Word Processing,eeg,"[{""val"": 32, ""count"": 288}]","[{""val"": 500.0, ""count"": 288}]",CC0,doi:10.18112/openneuro.ds007052.v1.1.2,
ds007056,286,286,1,,,,0.0,8413923956,7.8 GB,openneuro,PURSUE P300 Visual Oddball,eeg,"[{""val"": 32, ""count"": 286}]","[{""val"": 500.0, ""count"": 286}]",CC0,doi:10.18112/openneuro.ds007056.v1.1.1,
ds007069,281,281,1,,,,0.0,13336113822,12.4 GB,openneuro,PURSUE MMN Auditory Oddball,eeg,"[{""val"": 32, ""count"": 281}]","[{""val"": 500.0, ""count"": 281}]",CC0,doi:10.18112/openneuro.ds007069.v1.0.0,
ds007081,41,41,1,Visual,Memory,Healthy,0.0,12129532986,11.3 GB,openneuro,"Passive but accessible:  Studied information is not actively stored in working memory, yet attended regardless of anticipated load",eeg,"[{""val"": 32, ""count"": 41}]","[{""val"": 1000.0, ""count"": 41}]",CC0,doi:10.18112/openneuro.ds007081.v1.0.0,
ds007095,8,6019,1,Other,Clinical/Intervention,Epilepsy,0.0,521941815,497.8 MB,openneuro,RNS_Epilepsy-iBIDS,ieeg,"[{""val"": 2, ""count"": 6019}]","[{""val"": 200.0, ""count"": 6019}]",CC0,doi:10.18112/openneuro.ds007095.v1.0.0,
ds007096,292,292,1,,,,0.0,12503279073,11.6 GB,openneuro,PURSUE N170 Face Perception,eeg,"[{""val"": 32, ""count"": 292}]","[{""val"": 500.0, ""count"": 292}]",CC0,doi:10.18112/openneuro.ds007096.v1.0.0,
ds007118,65,82,1,,,,0.0,36317646610,33.8 GB,openneuro,iEEG_comprehensive_HFA_model_part1,ieeg,"[{""val"": 128, ""count"": 21}, {""val"": 112, ""count"": 17}, {""val"": 124, ""count"": 6}, {""val"": 102, ""count"": 5}, {""val"": 108, ""count"": 4}, {""val"": 120, ""count"": 4}, {""val"": 68, ""count"": 3}, {""val"": 116, ""count"": 3}, {""val"": 138, ""count"": 3}, {""val"": 118, ""count"": 3}, {""val"": 106, ""count"": 2}, {""val"": 144, ""count"": 2}, {""val"": 64, ""count"": 2}, {""val"": 122, ""count"": 1}, {""val"": 114, ""count"": 1}, {""val"": 74, ""count"": 1}, {""val"": 94, ""count"": 1}, {""val"": 36, ""count"": 1}, {""val"": 132, ""count"": 1}, {""val"": 58, ""count"": 1}]","[{""val"": 1000.0, ""count"": 82}]",CC0,doi:10.18112/openneuro.ds007118.v1.0.0,
ds007119,103,106,1,,,,0.0,34981740938,32.6 GB,openneuro,iEEG_comprehensive_HFA_model_part3,ieeg,"[{""val"": 128, ""count"": 12}, {""val"": 124, ""count"": 5}, {""val"": 86, ""count"": 4}, {""val"": 58, ""count"": 4}, {""val"": 134, ""count"": 4}, {""val"": 120, ""count"": 4}, {""val"": 102, ""count"": 4}, {""val"": 78, ""count"": 4}, {""val"": 94, ""count"": 4}, {""val"": 100, ""count"": 3}, {""val"": 110, ""count"": 3}, {""val"": 118, ""count"": 3}, {""val"": 136, ""count"": 2}, {""val"": 112, ""count"": 2}, {""val"": 96, ""count"": 2}, {""val"": 130, ""count"": 2}, {""val"": 132, ""count"": 2}, {""val"": 148, ""count"": 2}, {""val"": 64, ""count"": 2}, {""val"": 108, ""count"": 2}, {""val"": 74, ""count"": 2}, {""val"": 84, ""count"": 2}, {""val"": 34, ""count"": 2}, {""val"": 72, ""count"": 2}, {""val"": 140, ""count"": 2}, {""val"": 122, ""count"": 1}, {""val"": 126, ""count"": 1}, {""val"": 52, ""count"": 1}, {""val"": 6, ""count"": 1}, {""val"": 116, ""count"": 1}, {""val"": 73, ""count"": 1}, {""val"": 114, ""count"": 1}, {""val"": 90, ""count"": 1}, {""val"": 76, ""count"": 1}, {""val"": 70, ""count"": 1}, {""val"": 48, ""count"": 1}, {""val"": 88, ""count"": 1}, {""val"": 54, ""count"": 1}, {""val"": 146, ""count"": 1}, {""val"": 180, ""count"": 1}, {""val"": 135, ""count"": 1}, {""val"": 138, ""count"": 1}, {""val"": 142, ""count"": 1}, {""val"": 28, ""count"": 1}, {""val"": 152, ""count"": 1}, {""val"": 82, ""count"": 1}, {""val"": 46, ""count"": 1}, {""val"": 38, ""count"": 1}, {""val"": 144, ""count"": 1}, {""val"": 44, ""count"": 1}, {""val"": 104, ""count"": 1}]","[{""val"": 1000.0, ""count"": 106}]",CC0,doi:10.18112/openneuro.ds007119.v1.0.0,
ds007120,65,70,1,,,,0.0,35448518496,33.0 GB,openneuro,iEEG_comprehensive_HFA_model_part2,ieeg,"[{""val"": 128, ""count"": 13}, {""val"": 112, ""count"": 10}, {""val"": 104, ""count"": 5}, {""val"": 132, ""count"": 4}, {""val"": 110, ""count"": 4}, {""val"": 118, ""count"": 3}, {""val"": 138, ""count"": 2}, {""val"": 150, ""count"": 2}, {""val"": 56, ""count"": 2}, {""val"": 126, ""count"": 2}, {""val"": 120, ""count"": 2}, {""val"": 108, ""count"": 2}, {""val"": 130, ""count"": 2}, {""val"": 140, ""count"": 2}, {""val"": 106, ""count"": 2}, {""val"": 100, ""count"": 2}, {""val"": 34, ""count"": 1}, {""val"": 144, ""count"": 1}, {""val"": 156, ""count"": 1}, {""val"": 116, ""count"": 1}, {""val"": 122, ""count"": 1}, {""val"": 136, ""count"": 1}, {""val"": 84, ""count"": 1}, {""val"": 134, ""count"": 1}, {""val"": 124, ""count"": 1}, {""val"": 98, ""count"": 1}, {""val"": 164, ""count"": 1}]","[{""val"": 1000.0, ""count"": 70}]",CC0,doi:10.18112/openneuro.ds007120.v1.0.0,
ds007137,294,294,1,,,,0.0,13143663368,12.2 GB,openneuro,PURSUE N2pc Visual Search,eeg,"[{""val"": 32, ""count"": 294}]","[{""val"": 500.0, ""count"": 294}]",CC0,doi:10.18112/openneuro.ds007137.v1.0.0,
ds007139,292,292,1,,,,0.0,15598996691,14.5 GB,openneuro,PURSUE LRP/ERN Flanker,eeg,"[{""val"": 32, ""count"": 292}]","[{""val"": 500.0, ""count"": 292}]",CC0,doi:10.18112/openneuro.ds007139.v1.0.0,
ds007162,34,69,1,,,,0.0,65339062772,60.9 GB,openneuro,Adaptive recruitment of cortex-wide recurrence for visual object recognition (EEG),eeg,"[{""val"": 63, ""count"": 69}]","[{""val"": 1000.0, ""count"": 69}]",CC0,doi:10.18112/openneuro.ds007162.v1.0.0,
ds007169,18,18,1,,,,0.0,442139020,421.7 MB,openneuro,"Multimodal Cognitive Workload n-back Task, 4 Difficulties",eeg,"[{""val"": 24, ""count"": 18}]","[{""val"": 250.0, ""count"": 18}]",CC0,doi:10.18112/openneuro.ds007169.v1.0.5,
ds007172,100,501,6,Visual,Attention,Healthy,0.0,11852106397,11.0 GB,openneuro,EEG-Asymmetries Dataset,eeg,"[{""val"": 32, ""count"": 496}, {""val"": 29, ""count"": 5}]","[{""val"": 500.0, ""count"": 496}, {""val"": 1000.0, ""count"": 5}]",CC0,doi:10.18112/openneuro.ds007172.v1.0.0,
ds007175,41,41,1,Unknown,Unknown,Unknown,0.0,215211348736,200.4 GB,openneuro,FFR-active-listening,eeg,"[{""val"": 65, ""count"": 41}]","[{""val"": 5000.0, ""count"": 41}]",CC0,doi:10.18112/openneuro.ds007175.v1.0.1,
ds007176,45,300,2,Resting State,Resting-state,Healthy,0.0,22616298800,21.1 GB,openneuro,Longitudinal EEG Test-Retest Reliability in Healthy Individuals,eeg,"[{""val"": 60, ""count"": 300}]","[{""val"": 1000.0, ""count"": 300}]",CC0,doi:10.18112/openneuro.ds007176.v1.0.1,
ds007180,25,25,1,,,,0.0,15755538005,14.7 GB,openneuro,Exo-EEG Experiment,eeg,"[{""val"": 63, ""count"": 25}]","[{""val"": 500.0, ""count"": 25}]",CC0,doi:10.18112/openneuro.ds007180.v1.0.0,
ds007181,59,59,1,,,,0.0,63514978596,59.2 GB,openneuro,"Structural MRI, Resting-state fMRI, and PSG/EEG Dataset of Zoster-associated Neuralgia",eeg,"[{""val"": 24, ""count"": 59}]","[{""val"": 1024.0, ""count"": 59}]",CC0,doi:10.18112/openneuro.ds007181.v1.0.1,
ds007216,24,187,2,,,,0.0,112422123313,104.7 GB,openneuro,A multi-session simultaneous EEG-fMRI dataset with online experience sampling,eeg,"[{""val"": 36, ""count"": 186}]","[{""val"": 5000.0, ""count"": 186}]",CC0,doi:10.18112/openneuro.ds007216.v1.0.0,
ds007221,84,1265,4,,,,0.0,133984759249,124.8 GB,openneuro,Cross-Environment Multi-Paradigm Motor Imagery EEG Dataset,eeg,"[{""val"": 69, ""count"": 1023}, {""val"": 68, ""count"": 220}, {""val"": 64, ""count"": 22}]","[{""val"": 1000.0, ""count"": 1265}]",CC0,doi:10.18112/openneuro.ds007221.v1.0.1,
ds007262,18,18,1,,,,0.0,397274375,378.9 MB,openneuro,Cognitive Workload 8-level arithmetic,eeg,"[{""val"": 24, ""count"": 18}]","[{""val"": 250.0, ""count"": 18}]",CC0,doi:10.18112/openneuro.ds007262.v1.0.6,
ds007314,2,14,1,,,,0.0,1165891095,1.1 GB,openneuro,tACS for Patients with Post-Stroke Anomia,eeg,"[{""val"": 32, ""count"": 14}]","[{""val"": 500.0, ""count"": 14}]",CC0,doi:10.18112/openneuro.ds007314.v1.0.0,
ds007315,2,14,1,,,,0.0,1165892937,1.1 GB,openneuro,tACS for Patients with Post-Stroke Anomia,eeg,"[{""val"": 32, ""count"": 14}]","[{""val"": 500.0, ""count"": 14}]",CC0,doi:10.18112/openneuro.ds007315.v1.0.1,
ds007322,57,57,1,,,,0.0,45648502420,42.5 GB,openneuro,Personalized smartphone notifications bias auditory salience across processing stages,eeg,"[{""val"": 64, ""count"": 31}, {""val"": 66, ""count"": 26}]","[{""val"": 1000.0, ""count"": 57}]",CC0,doi:10.18112/openneuro.ds007322.v1.0.1,
ds007338,1,1,1,,,,0.0,41876427,39.9 MB,openneuro,EEGEyeNet Dataset,eeg,"[{""val"": 129, ""count"": 1}]","[{""val"": 500.0, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds007338.v1.0.0,
ds007347,5,10,1,,,,0.0,1767378590,1.6 GB,openneuro,Sterotactic Focused Ultrasound Mesencephalotomy for the Treatment of Head and Neck Cancer Pain,eeg,"[{""val"": 50, ""count"": 6}, {""val"": 102, ""count"": 4}]","[{""val"": 256.0, ""count"": 6}, {""val"": 512.0, ""count"": 4}]",CC0,doi:10.18112/openneuro.ds007347.v1.0.0,
ds007353,32,473,2,,,,0.0,193902192538,180.6 GB,openneuro,HAD-MEEG,"eeg, meg","[{""val"": 409, ""count"": 240}, {""val"": 64, ""count"": 224}, {""val"": 378, ""count"": 9}]","[{""val"": 1200.0, ""count"": 249}, {""val"": 1000.0, ""count"": 224}]",CC0,doi:10.18112/openneuro.ds007353.v1.0.0,
ds007358,2000,6000,3,,,,0.0,17264324344,16.1 GB,openneuro,A subset of large-scale EEG dataset (India + Tanzania),eeg,"[{""val"": 62, ""count"": 2408}, {""val"": 60, ""count"": 833}, {""val"": 74, ""count"": 811}, {""val"": 72, ""count"": 770}, {""val"": 68, ""count"": 707}, {""val"": 50, ""count"": 216}, {""val"": 66, ""count"": 150}, {""val"": 56, ""count"": 63}, {""val"": 48, ""count"": 29}, {""val"": 44, ""count"": 6}, {""val"": 54, ""count"": 4}, {""val"": 65, ""count"": 3}]","[{""val"": 128.0, ""count"": 5733}, {""val"": 256.0, ""count"": 267}]",CC0,doi:10.18112/openneuro.ds007358.v1.0.0,
ds007406,10,10,1,,,,0.0,27012236,25.8 MB,openneuro,EEG dataset on consumer responses to extreme versus traditional marketing videos,eeg,"[{""val"": 14, ""count"": 10}]","[{""val"": 256.0, ""count"": 10}]",CC0,doi:10.18112/openneuro.ds007406.v1.0.0,
ds007420,12,60,4,,,,0.0,587945590,560.7 MB,openneuro,A Light Weight Multi-Distance fNIRS Dataset for Ball-Squeezing Task and Purposeful Motion Artifact Creation Task,fnirs,"[{""val"": 200, ""count"": 60}]","[{""val"": 8.719308035714286, ""count"": 52}, {""val"": 11.625744047619047, ""count"": 4}, {""val"": 8.719308035714288, ""count"": 3}, {""val"": 11.625744047619051, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds007420.v1.0.2,
ds007427,44,44,1,,,,0.0,3379868887,3.1 GB,openneuro,Comprehensive methodology for sample enrichment in EEG biomarker studies for Alzheimer’s risk classification,eeg,"[{""val"": 60, ""count"": 44}]","[{""val"": 1000.0, ""count"": 44}]",CC0,doi:10.18112/openneuro.ds007427.v1.0.1,
ds007431,47,47,1,,,,0.0,155226967884,144.6 GB,openneuro,Diffuse predictions stabilize and reshape neural code during memory encoding,eeg,"[{""val"": 66, ""count"": 47}]","[{""val"": 1000.0, ""count"": 47}]",CC0,doi:10.18112/openneuro.ds007431.v1.0.0,
ds007445,19,66,1,,,,0.0,54201403733,50.5 GB,openneuro,Thalamocortical ictal iEEG dataset,ieeg,"[{""val"": 140, ""count"": 10}, {""val"": 138, ""count"": 10}, {""val"": 83, ""count"": 6}, {""val"": 265, ""count"": 6}, {""val"": 202, ""count"": 5}, {""val"": 216, ""count"": 5}, {""val"": 162, ""count"": 4}, {""val"": 203, ""count"": 3}, {""val"": 112, ""count"": 3}, {""val"": 68, ""count"": 2}, {""val"": 49, ""count"": 2}, {""val"": 81, ""count"": 2}, {""val"": 263, ""count"": 1}, {""val"": 120, ""count"": 1}, {""val"": 201, ""count"": 1}, {""val"": 139, ""count"": 1}, {""val"": 111, ""count"": 1}, {""val"": 124, ""count"": 1}, {""val"": 261, ""count"": 1}, {""val"": 137, ""count"": 1}]","[{""val"": 200.0, ""count"": 42}, {""val"": 2000.0, ""count"": 17}, {""val"": 200.00000000000003, ""count"": 6}, {""val"": 1999.9999999999998, ""count"": 1}]",CC0,doi:10.18112/openneuro.ds007445.v1.0.2,
ds007454,42,42,1,,,,0.0,31812516010,29.6 GB,openneuro,A common neural mechanism underlies experiences of passage of time,eeg,"[{""val"": 64, ""count"": 42}]","[{""val"": 1000.0, ""count"": 42}]",CC0,doi:10.18112/openneuro.ds007454.v1.0.1,
ds007463,8,88,14,,,,0.0,74413175764,69.3 GB,openneuro,Very-High-Density Diffuse Optical Tomography System Validation Dataset,fnirs,"[{""val"": 19086, ""count"": 14}, {""val"": 19426, ""count"": 11}, {""val"": 21518, ""count"": 11}, {""val"": 19620, ""count"": 11}, {""val"": 19528, ""count"": 11}, {""val"": 19908, ""count"": 10}, {""val"": 20218, ""count"": 10}, {""val"": 20874, ""count"": 10}]","[{""val"": 7.8125, ""count"": 88}]",CC0,doi:10.18112/openneuro.ds007463.v1.1.1,
ds007471,31,31,1,,,,0.0,8658914750,8.1 GB,openneuro,Joint agency EEG dataset,eeg,"[{""val"": 64, ""count"": 31}]","[{""val"": 1000.0, ""count"": 31}]",CC0,doi:10.18112/openneuro.ds007471.v1.0.0,
ds007473,5,189,19,,,,0.0,38961072704,36.3 GB,openneuro,High-Density Diffuse Optical Tomography Audiovisual Movie Viewing Dataset,fnirs,"[{""val"": 6782, ""count"": 71}, {""val"": 6928, ""count"": 43}, {""val"": 6880, ""count"": 38}, {""val"": 6750, ""count"": 31}, {""val"": 7030, ""count"": 6}]","[{""val"": 10.41666666666667, ""count"": 189}]",CC0,doi:10.18112/openneuro.ds007473.v1.0.0,
